id,name,is_real_startup,country,city,sector,founded_year,website,description,employees,crunchbase_id,fiscal_year,currency,revenue,cogs,gross_profit,operating_expenses,ebitda,depreciation,ebit,interest_expense,taxes,net_income,cash,total_assets,total_liabilities,equity,mrr,arr,cac,ltv,churn_rate,customers_count,arpu,burn_rate_monthly,runway_months,gross_margin_pct
7508,Ball Baker and Foster,False,CA,West Josephville,Cybersecurity,2020,https://ballbakerandfoster.com,Staff hold painting scene far shoulder be manage.,19,ball-baker-and-foster,2023,USD,733365,145236,588129,552848,35281,0,35281,7333,14667,20614,212691,655620,231263,424357,,733365,415.81,1695.31,0.0255,252,241.88,48298.56,4.4,0.802
7509,Caldwell Group,False,EG,North Tanya,Fintech,2018,https://caldwellgroup.com,Up knowledge quickly during stock chair.,18,caldwell-group,2023,USD,954381,356888,597493,47719,549774,28443,521331,9543,19087,502244,50157,598046,166326,431720,,954381,20.0,10.0,0.0707,3465,22.95,32012.5,1.57,0.6261
7510,Smith Ltd,False,US,Michaelborough,Cybersecurity,2009,https://smithltd.com,Street front practice audience scientist fly daughter receive federal.,22,smith-ltd,2023,USD,1868515,768451,1100064,93425,1006639,0,1006639,18685,37370,969269,47438,1032388,357156,675232,,1868515,265.73,931.21,0.001,667,233.21,1000.0,47.44,0.5887
7511,Delgado-Ramirez,False,TN,East Kellyside,Energy,2020,https://delgado-ramirez.com,During usually act prove hospital field owner hold.,11,delgado-ramirez,2023,USD,6785385,2252925,4532460,5137352,-604892,34398,-639290,67853,135707,-774997,529931,3940457,1867040,2073417,,6785385,20.0,57.5,0.001,28272,20.0,436866.11,1.21,0.668
7512,Garcia LLC,False,TN,Hinesview,AgriTech,2010,https://garciallc.com,Social whole agency action organization seat future trouble employee.,22,garcia-llc,2023,USD,379114,132391,246723,177629,69094,18280,50814,3791,7582,43232,11258,342198,143819,198379,,379114,144.06,384.04,0.001,185,169.97,11641.91,0.97,0.6508
7513,Holmes Robinson and Barron,False,FR,Port Catherine,SaaS,2020,https://holmesrobinsonandbarron.com,Reflect try huge character agent out.,18,holmes-robinson-and-barron,2023,EUR,677491,275433,402058,33874,368184,0,368184,6774,13549,354635,7864,388980,301543,87437,56457.58,677491,695.56,3393.16,0.001,1250,45.16,8646.22,0.91,0.5935
7514,Franco-Francis,False,CA,South Sarahchester,AgriTech,2010,https://franco-francis.com,Main effect hit stay local anything institution account house.,19,franco-francis,2023,USD,90971,25978,64993,42900,22093,0,22093,909,1819,20274,26122,202861,86857,116004,,90971,1542.6,10153.84,0.0334,64,118.01,1000.0,26.12,0.7144
7515,Smith Moore and Cobb,False,ZA,Lake Rachaelside,Fintech,2015,https://smithmooreandcobb.com,Short compare indicate Republican hair choice green someone.,21,smith-moore-and-cobb,2023,USD,2013833,321746,1692087,698824,993263,22728,970535,20138,40276,930259,60455,1085966,516789,569177,,2013833,20.0,157.75,0.0467,738,227.32,24012.13,2.52,0.8402
7516,Martin LLC,False,IN,South Jeffreyport,SaaS,2022,https://martinllc.com,Behavior idea thought unit practice million old.,24,martin-llc,2023,USD,1032303,369831,662472,505513,156959,6569,150390,10323,20646,129744,15454,540943,362887,178056,86025.25,1032303,609.71,1578.9,0.0358,1509,56.98,23998.23,0.64,0.6417
7517,Peterson-Kramer,False,NG,Lake Mark,E-commerce,2011,https://peterson-kramer.com,Allow young heavy between religious.,20,peterson-kramer,2023,USD,4773606,1354550,3419056,1500684,1918372,21332,1897040,47736,95472,1801568,50349,2547973,484181,2063792,,4773606,527.75,1092.61,0.0806,19890,20.0,135619.17,0.37,0.7162
7518,Anderson Deleon and Gill,False,TN,Cooperhaven,IoT,2016,https://andersondeleonandgill.com,Teacher question always concern open follow state cause picture.,20,anderson-deleon-and-gill,2023,USD,587915,272374,315541,390518,-74977,31384,-106361,5879,11758,-118119,7318,301566,37270,264296,,587915,20.0,83.8,0.001,2449,20.0,49744.23,0.15,0.5367
7519,Yates Mccarty and Watson,False,AU,Port Dennisville,IoT,2023,https://yatesmccartyandwatson.com,Hotel maintain during vote.,14,yates-mccarty-and-watson,2023,USD,478545,212079,266466,369843,-103377,19724,-123101,4785,9570,-132671,62352,306060,107782,198278,,478545,84.24,287.74,0.0239,293,135.97,28110.68,2.22,0.5568
7520,Ray-Murray,False,US,North Matthew,AI/ML,2008,https://ray-murray.com,Instead west charge all mouth authority beat budget become bring treatment.,15,ray-murray,2023,USD,336952,145806,191146,172043,19103,0,19103,3369,6739,12364,21095,228301,115313,112988,,336952,20.0,114.15,0.0666,692,40.57,14716.01,1.43,0.5673
7521,Crawford-Chandler,False,CA,Port Alicia,AI/ML,2014,https://crawford-chandler.com,Always red this important often until.,18,crawford-chandler,2023,USD,379975,156987,222988,200742,22246,13846,8400,3799,7599,801,34226,257249,118879,138370,,379975,1323.2,3601.7,0.1115,113,278.42,13740.12,2.49,0.5868
7522,Austin Foley and Williams,False,TN,Lake Thomas,Energy,2014,https://austinfoleyandwilliams.com,Several chair energy senior range general fund people.,19,austin-foley-and-williams,2023,USD,13037266,8365145,4672121,6400216,-1728095,3820,-1731915,130372,260745,-1992660,81333,6649705,1481336,5168369,,13037266,1492.62,1491.94,0.1451,54321,20.0,527114.79,0.15,0.3584
7523,Rodgers-Miller,False,IN,West Lori,AI/ML,2012,https://rodgers-miller.com,Them remember result act likely police deal direction.,23,rodgers-miller,2023,USD,85790,24820,60970,26959,34011,0,34011,857,1715,32296,2385,53216,16002,37214,,85790,20.0,27.3,0.0837,357,20.0,6483.21,0.37,0.7107
7524,Lam-Kennedy,False,TN,East Martin,AI/ML,2020,https://lam-kennedy.com,Scientist seek spend scientist president star room partner standard.,23,lam-kennedy,2023,USD,281944,142195,139749,14097,125652,10558,115094,2819,5638,109456,33224,270401,25777,244624,,281944,20.0,81.36,0.031,83,279.87,23341.39,1.42,0.4957
7525,Simmons-Gomez,False,GB,East Natashaland,Energy,2022,https://simmons-gomez.com,Bag develop support which man kind another among.,18,simmons-gomez,2023,USD,480509,145502,335007,49688,285319,8452,276867,4805,9610,267257,62164,302982,60040,242942,,480509,779.19,3255.3,0.0727,238,167.57,1302.56,47.72,0.6972
7526,Lee-Porter,False,AU,Lake Joseph,SaaS,2024,https://lee-porter.com,Yourself act peace point card.,19,lee-porter,2023,USD,1070805,585674,485131,688280,-203149,25301,-228450,10708,21416,-249866,48749,595064,256032,339032,89233.75,1070805,381.06,2193.94,0.0529,17846,5.0,52580.73,0.93,0.4531
7527,Aguirre-Miller,False,DE,South Matthew,AI/ML,2021,https://aguirre-miller.com,Dog hear every suggest thus operation statement.,20,aguirre-miller,2023,EUR,167242,48551,118691,65419,53272,16541,36731,1672,3344,33387,9128,253982,124511,129471,,167242,891.33,3039.33,0.0854,101,136.99,13937.65,0.65,0.7097
7528,Mason Rogers and Shannon,False,NG,South John,AI/ML,2024,https://masonrogersandshannon.com,Interest need worry girl use affect these father enough.,26,mason-rogers-and-shannon,2023,USD,879084,272548,606536,511330,95206,51707,43499,8790,17581,25918,59946,668225,337925,330300,,879084,20.0,40.07,0.097,323,226.49,39906.21,1.5,0.69
7529,Rodriguez Inc,False,BR,Huntertown,IoT,2011,https://rodriguezinc.com,Budget message shoulder include stuff energy.,26,rodriguez-inc,2023,USD,1588111,584879,1003232,552109,451123,6940,444183,15881,31762,412421,44234,882927,534843,348084,,1588111,113.51,449.48,0.0382,480,275.48,24984.48,1.77,0.6317
7530,Rivera PLC,False,EG,Port Cheryl,AI/ML,2023,https://riveraplc.com,Grow performance safe while center protect term billion.,16,rivera-plc,2023,USD,2791258,1253942,1537316,2381221,-843905,10763,-854668,27912,55825,-910493,362584,1768462,724859,1043603,,2791258,1494.37,4646.42,0.0855,1165,199.52,179891.4,2.02,0.5508
7531,Green-Lee,False,AU,Wilsonchester,IoT,2010,https://green-lee.com,Bit second fear daughter organization.,26,green-lee,2023,USD,168903,93370,75533,108417,-32884,0,-32884,1689,3378,-36262,27037,266234,71149,195085,,168903,731.09,1914.29,0.0862,128,109.32,1000.0,27.04,0.4472
7532,Brown Scott and Barnett,False,CA,West Natalie,SaaS,2019,https://brownscottandbarnett.com,Specific west democratic memory follow serve character course begin know.,19,brown-scott-and-barnett,2023,USD,1140187,373805,766382,149561,616821,0,616821,11401,22803,594018,48550,739802,305011,434791,95015.58,1140187,242.72,1219.66,0.001,998,95.17,1000.0,48.55,0.6722
7533,Carpenter-Johnson,False,AU,West Danachester,IoT,2021,https://carpenter-johnson.com,Admit society poor at run social likely heavy economic fill.,23,carpenter-johnson,2023,USD,275528,30885,244643,196024,48619,5474,43145,2755,5510,37635,30043,277606,41771,235835,,275528,673.75,484.21,0.001,254,90.28,8406.61,3.57,0.8879
7534,Schwartz Group,False,GB,Lake Christopherborough,E-commerce,2022,https://schwartzgroup.com,Party lose decade unit agent hotel available participant another.,24,schwartz-group,2023,USD,668000,232701,435299,100909,334390,5172,329218,6680,13360,315858,39229,419185,167037,252148,,668000,1052.41,3085.83,0.0089,2783,20.0,1000.0,39.23,0.6516
7535,Richardson Bailey and Taylor,False,FR,Torresside,IoT,2022,https://richardsonbaileyandtaylor.com,Itself feel traditional method ground education spring current yard.,23,richardson-bailey-and-taylor,2023,EUR,256417,105261,151156,146741,4415,44874,-40459,2564,5128,-45587,54443,336788,64134,272654,,256417,20.0,13.34,0.001,112,190.75,7619.37,7.15,0.5895
7536,Diaz Ltd,False,TN,Jeffreychester,SaaS,2015,https://diazltd.com,Group wish large section doctor around then.,14,diaz-ltd,2023,USD,688338,145803,542535,575413,-32878,0,-32878,6883,13766,-46644,88284,599451,386404,213047,57361.5,688338,10.0,29.59,0.0482,1414,40.56,40826.26,2.16,0.7882
7537,Brown Inc,False,GB,North Julieland,SaaS,2010,https://browninc.com,Rise TV five computer.,22,brown-inc,2023,USD,261157,75732,185425,72695,112730,6545,106185,2611,5223,100962,10882,324488,150860,173628,21763.08,261157,10.0,10.0,0.0378,226,96.22,1000.0,10.88,0.71
7538,Garcia Bishop and Copeland,False,GB,North Terrence,Energy,2019,https://garciabishopandcopeland.com,Sell determine before phone security but face member scene.,20,garcia-bishop-and-copeland,2023,USD,1661751,380004,1281747,439083,842664,19754,822910,16617,33235,789675,106382,1026469,923822,102647,,1661751,20.0,88.58,0.1334,693,199.74,45736.15,2.33,0.7713
7539,Payne Andrews and Taylor,False,EG,Keithside,Marketplaces,2024,https://payneandrewsandtaylor.com,Anything conference spend away early wonder.,20,payne-andrews-and-taylor,2023,USD,964050,51816,912234,412664,499570,0,499570,9640,19281,480289,29832,688839,421289,267550,,964050,1330.65,3897.44,0.069,1892,42.46,31217.93,0.96,0.9463
7540,Jackson Thompson and Johnson,False,KE,Cameronmouth,AI/ML,2013,https://jacksonthompsonandjohnson.com,Concern TV teach benefit make suffer treatment sea miss region.,27,jackson-thompson-and-johnson,2023,USD,1425875,626457,799418,71293,728125,58303,669822,14258,28517,641305,244626,1078129,405546,672583,,1425875,100.32,172.05,0.001,2286,51.97,16211.61,15.09,0.5607
7541,Henderson Hunt and Jones,False,TN,Whitneyfort,SaaS,2017,https://hendersonhuntandjones.com,Receive enter yard fish follow care artist eat between direction.,20,henderson-hunt-and-jones,2023,USD,604951,318628,286323,364525,-78202,0,-78202,6049,12099,-90301,34128,478526,23926,454600,50412.58,604951,10.0,59.51,0.0352,910,55.35,31192.89,1.09,0.4733
7542,Scott Jones and Monroe,False,FR,Marieville,AI/ML,2008,https://scottjonesandmonroe.com,Spend president service amount sort learn enter with plant you.,21,scott-jones-and-monroe,2023,EUR,1741125,590544,1150581,182131,968450,0,968450,17411,34822,933628,169224,1057240,388514,668726,,1741125,20.0,71.38,0.0428,1275,113.77,42082.38,4.02,0.6608
7543,Glover Dominguez and Yoder,False,AU,Brettshire,IoT,2019,https://gloverdominguezandyoder.com,Fall somebody show our population.,19,glover-dominguez-and-yoder,2023,USD,1938480,725112,1213368,425522,787846,3704,784142,19384,38769,745373,14391,1027241,488904,538337,,1938480,871.82,6380.53,0.0356,589,274.17,22749.23,0.63,0.6259
7544,Wood LLC,False,GB,Ethanbury,Fintech,2022,https://woodllc.com,Until film hair thing expect plan.,20,wood-llc,2023,USD,1613123,368392,1244731,887941,356790,2630,354160,16131,32262,321898,55622,1038244,705628,332616,,1613123,1250.14,2359.7,0.001,1847,72.78,92943.35,0.6,0.7716
7545,Lowery and Sons,False,CA,South Bridgetfurt,E-commerce,2024,https://loweryandsons.com,Interview above argue moment you fund successful again couple address.,12,lowery-and-sons,2023,USD,263291,158061,105230,106773,-1543,13767,-15310,2632,5265,-20575,6471,292324,109965,182359,,263291,1416.84,2001.56,0.0636,83,262.8,1000.0,6.47,0.3997
7546,Pitts Mccall and Taylor,False,CA,Lake Allison,Fintech,2022,https://pittsmccallandtaylor.com,Movie ground economy serve business.,20,pitts-mccall-and-taylor,2023,USD,782628,349473,433155,393065,40090,8803,31287,7826,15652,15635,142592,637907,276199,361708,,782628,331.33,647.99,0.0114,3260,20.0,52051.01,2.74,0.5535
7547,Patel Taylor and Montgomery,False,EG,South Philip,Mobility,2017,https://pateltaylorandmontgomery.com,Church even thus another station view rock country oil.,23,patel-taylor-and-montgomery,2023,USD,4103539,1179190,2924349,3584649,-660300,23306,-683606,41035,82070,-765676,1982094,4071333,2891283,1180050,,4103539,20.0,20.86,0.006,1587,215.41,292104.18,6.79,0.7126
7548,Walker-Wells,False,ZA,Port Joshuaville,Fintech,2012,https://walker-wells.com,Read meet wind none force.,20,walker-wells,2023,USD,2421323,877372,1543951,765866,778085,18429,759656,24213,48426,711230,108338,1424252,144576,1279676,,2421323,560.05,1444.86,0.0125,1019,197.83,62880.76,1.72,0.6376
7549,Williamson-Johnson,False,EG,West Gregoryborough,AgriTech,2020,https://williamson-johnson.com,Model politics dream thousand under huge require.,24,williamson-johnson,2023,USD,82321,4116,78205,23162,55043,0,55043,823,1646,53397,5896,193801,48886,144915,,82321,20.0,10.0,0.0329,42,163.04,1000.0,5.9,0.95
7550,Deleon-Ferguson,False,KE,Meghanfurt,HealthTech,2010,https://deleon-ferguson.com,Into group and still mouth environment part man left.,19,deleon-ferguson,2023,USD,600898,93415,507483,328954,178529,10015,168514,6008,12017,156497,17384,373459,18943,354516,50074.83,600898,82.85,225.94,0.001,2968,16.87,60696.78,0.29,0.8445
7551,Freeman-Becker,False,FR,Lisaburgh,AI/ML,2012,https://freeman-becker.com,Listen clear else opportunity bad newspaper.,18,freeman-becker,2023,EUR,7582637,5293465,2289172,6624468,-4335296,25024,-4360320,75826,151652,-4511972,259623,4148287,207414,3940873,,7582637,341.37,1342.96,0.0644,4090,154.48,553926.57,0.47,0.3019
7552,Jackson-Harris,False,IN,New Danielbury,Fintech,2020,https://jackson-harris.com,Success station federal sound least white lot part.,21,jackson-harris,2023,USD,1209932,637455,572477,688547,-116070,7587,-123657,12099,24198,-147855,295899,940291,47014,893277,,1209932,138.36,343.34,0.0942,1048,96.16,63923.43,4.63,0.4731
7553,Ward Wiley and Benjamin,False,GB,South Melissa,Energy,2016,https://wardwileyandbenjamin.com,Side future enter better large.,21,ward-wiley-and-benjamin,2023,USD,610353,110430,499923,302319,197604,0,197604,6103,12207,185397,98775,536812,26840,509972,,610353,825.52,4573.03,0.1044,189,268.13,19986.17,4.94,0.8191
7554,Patterson Ltd,False,GB,Port Johnport,HealthTech,2012,https://pattersonltd.com,Technology article out low article again environment cold event outside.,22,patterson-ltd,2023,USD,579579,328652,250927,485880,-234953,16936,-251889,5795,11591,-263480,23001,484330,188742,295588,48298.25,579579,100.64,451.65,0.001,9659,5.0,47092.84,0.49,0.4329
7555,Phillips Drake and Rios,False,KE,Lake Richardborough,Mobility,2018,https://phillipsdrakeandrios.com,Quality necessary student money require.,19,phillips-drake-and-rios,2023,USD,3182080,529766,2652314,1415922,1236392,0,1236392,31820,63641,1172751,171222,1918723,421927,1496796,,3182080,1009.03,1245.77,0.017,6958,38.11,106468.14,1.61,0.8335
7556,Graves and Sons,False,NG,New Sarahfurt,IoT,2010,https://gravesandsons.com,Voice represent itself return market nor compare.,27,graves-and-sons,2023,USD,452028,126798,325230,67886,257344,17419,239925,4520,9040,230885,8314,407737,47509,360228,,452028,476.74,1439.57,0.0376,1883,20.0,9678.25,0.86,0.7195
7557,King Group,False,EG,Morganport,SaaS,2016,https://kinggroup.com,Box wonder thought class fire Democrat.,14,king-group,2023,USD,1001050,363952,637098,630014,7084,20101,-13017,10010,20021,-33038,59699,590120,173773,416347,83420.83,1001050,427.8,3087.7,0.0379,839,99.36,66531.25,0.9,0.6364
7558,Rush Gonzalez and Waters,False,ZA,West Elizabeth,Cybersecurity,2019,https://rushgonzalezandwaters.com,Garden yes politics hospital seven oil.,21,rush-gonzalez-and-waters,2023,USD,346695,133378,213317,156213,57104,0,57104,3466,6933,50171,105775,442690,22134,420556,,346695,20.0,65.35,0.0261,1444,20.0,9131.92,11.58,0.6153
7559,Holmes-Robinson,False,IN,Huberburgh,HealthTech,2011,https://holmes-robinson.com,Election sport million imagine sure above.,16,holmes-robinson,2023,USD,1100936,246615,854321,497793,356528,0,356528,11009,22018,334510,275667,839729,174337,665392,91744.67,1100936,859.65,859.65,0.0259,1598,57.4,43184.57,6.38,0.776
7560,Warren Stevenson and Bryant,False,NG,Michelleside,E-commerce,2017,https://warrenstevensonandbryant.com,Family way bring be analysis plant us sort foreign.,16,warren-stevenson-and-bryant,2023,USD,1556944,586617,970327,586880,383447,32495,350952,15569,31138,319814,123618,912083,272475,639608,,1556944,20.0,48.04,0.1212,572,226.51,20527.3,6.02,0.6232
7561,Hanson Cox and Tate,False,CA,East Maria,Mobility,2009,https://hansoncoxandtate.com,One admit specific nearly information.,25,hanson-cox-and-tate,2023,USD,675611,132727,542884,469281,73603,43797,29806,6756,13512,16294,112750,578532,244934,333598,,675611,20.0,10.0,0.1097,2815,20.0,19185.49,5.88,0.8035
7562,Smith-Williams,False,CA,Sandrafort,Energy,2024,https://smith-williams.com,Significant international control usually individual behind collection item.,22,smith-williams,2023,USD,1127171,383660,743511,582520,160991,0,160991,11271,22543,138448,80006,696156,34807,661349,,1127171,573.62,3033.11,0.1017,1432,65.58,49677.54,1.61,0.6596
7563,Taylor and Sons,False,GB,South Kellyshire,SaaS,2012,https://taylorandsons.com,Sell magazine never much seat yeah.,16,taylor-and-sons,2023,USD,692101,220799,471302,330035,141267,12005,129262,6921,13842,115420,42944,556434,128985,427449,57675.08,692101,246.65,355.65,0.0516,675,85.38,45412.62,0.95,0.681
